vin,open_recalls,recall_status,name_of_recall,campaign,date_of_recall_announcement,brief_description_of_recall,safety_risk,remedy,customer_satisfaction_programs
1fmpu17l64lb36657,No,,,,,,,,[]
1FTYR14U52TA20953,No,,,,,,,,[]
1FMYU02Z16KC50584,No,,,,,,,,[]
1ftpw14575fa91152,No,,,,,,,,[]
1FTEW1E43LFB36663,No,,,,,,,,[]
1FAFP42X2XF112870,No,,,,,,,,[]
1FTEW1E5XKFA69308,No,,,,,,,,"[{'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}, {'description': 'UNINTENDED TAILGATE OPENING', 'campaign': '21M06', 'date': '2022-05-20'}, {'description': 'DOOR LATCH FREEZING CONCERNS', 'campaign': '19N06', 'date': '2019-10-01'}]"
1FTFW1ET2CFB39355,Yes,Recall Incomplete,6R80 Sudden Transmission Downshift Powertrain Control Module Programming,19S07/19V075,12/02/19,"On Your Vehicle, An Intermittent Failure Of The Output Speed Sensor (Oss) In The Transmission May Result In An Unintended Downshift To First Gear.","An Unintended Downshift Into First Gear Can Cause An Abrupt Wheel Speed Reduction, Which Could Cause The Rear Tires To Slide Until The Vehicle Speed Slows Down. This Condition Could Result In A Loss Of Vehicle Control, Increasing The Risk Of A Crash.","Ford Motor Company Has Authorized Your Dealer To Reprogram The Powertrain Control Module With Software That Will Prevent An Unintended Downshift Into First Gear In The Event Of An Intermittent Oss Failure. This Service Will Be Performed Free Of Charge (Parts And Labor). F-150 3.5L, 5.0L, And 6.2L Vehicles: Ford Motor Company Is Working As Quickly As Possible To Develop The Software For This Repair. When The Software Become Available, Ford Motor Company Will Notify You Via Mail To Schedule A Service Appointment With Your Dealer For Repairs To Be Completed Free Of Charge (Parts And Labor). The Software Is Anticipated To Be Available By Late 2Nd Quarter, 2019.","[{'description': 'ELECTRIC VACUUM PUMP EXTENDED REPAIR', 'campaign': '15N05', 'date': '2016-02-09'}, {'description': 'TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE', 'campaign': '19N01', 'date': '2019-04-04'}]"
1FTRW07613KA38815,No,,,,,,,,[]
1FADP3K27FL378519,Yes,Recall Incomplete,Fuel Tank Deformation,18S32/18V735,22/10/18,"On Your Vehicle, The Pcm Software May Not Adequately Detect A Stuck-Open Canister Purge Valve (Cpv) Within The Fuel Vapor System. If The Cpv Malfunctions And Sticks Open, It Can Lead To Excessive Vacuum In The Fuel Vapor System, Potentially Deforming The Plastic Fuel Tank. This Can Cause The Following Symptoms: Illuminated Malfunction Indicator Lamp (Mil) With Certain Diagnostic Trouble Codes (Dtcs) Inaccurate Or Erratic Fuel Gauge Indication Inaccurate Distance To Empty (Dte) Engine Stall And/Or Other Drivability Concerns Related To Stuck Open Cpv","This May Result In An Engine Stall While Driving Without Warning Or Without The Ability To Restart, And Can Increase The Risk Of A Crash.","Parts And Software Are Now Available To Repair Your Vehicle. Ford Motor Company Has Authorized Your Dealer To Update Your Vehicle S Pcm Software, Check For Dtcs Or Other Evidence Of A Leaking Cpv, And Perform Any Additional Required Repairs As Required, Free Of Charge (Parts And Labor).If You Installed A Ford Performance Calibration On Your 2013-2018 Focus St, You Must Still Have This Safety Recall Performed. You May Contact Ford Performance To Obtain An Updated Ford Performance Calibration For Your Vehicle After This Recall Has Been Completed.Contact The Ford Performance Techline By Calling 800-367-3788 Or Online Https://Performanceparts.Ford.Com/Contact-Us","[{'description': 'TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE', 'campaign': '14M02', 'date': '2015-01-13'}, {'description': 'TRANSMISSION CLUTCH SHUDDER -TRANSMISSION CLUTCH WARRANTY EXTENSION', 'campaign': '19N08', 'date': '2019-08-13'}]"
1FMJU1JT5MEA01639,No,,,,,,,,[]
1FTPW14564FA42295,No,,,,,,,,[]
1FTEW1E56JFB62339,No,,,,,,,,"[{'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}, {'description': 'DOOR LATCH FREEZING CONCERNS', 'campaign': '18N03', 'date': '2018-09-26'}]"
1FTRW128X9KC82373,No,,,,,,,,[]
1FTRX17W0XNB00342,No,,,,,,,,[]
1ftew1efxhkd78754,No,,,,,,,,"[{'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}]"
1FTZX18W6WNC22877,No,,,,,,,,[]
1FTFW1EF6EFC91488,No,,,,,,,,[]
1FAFP40452F217145,No,,,,,,,,[]
1FTEW1EPXJKE34562,No,,,,,,,,"[{'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}, {'description': 'DOOR LATCH FREEZING CONCERNS', 'campaign': '19N06', 'date': '2019-10-01'}]"
1ftdf15n1pnb26598,Yes,Recall Incomplete,Speed Control System Modification,05S28/05V017000,27/01/05,"On Certain Sport Utility Vehicles And Pickup Trucks, The Speed Control Deactivation Switch May Overheat, Smoke, Or Burn.",This Condition Could Lead To A Fire.  Fires Have Occurred While The Vehicles Were Parked With The Ignition 'Off.',"As An Interim Repair, Owners Will Be Instructed To Return Their Vehicles To Their Dealers To Have The Speed Control Deactivation Switch Disconnected.  As Soon As Replacement Parts Are Available (Early April 2005), Owners Will Be Instructed To Return To The Dealers For Installation Of A New Switch Free Of Charge.  Owners May Contact Ford At 1-866-436-7332.  (Note:  Also See Recalls 05V388 And 06V286)",[]
1FAFP42X04F108912,No,,,,,,,,[]
1FADP3K2XDL110822,Yes,Recall Incomplete,Door Latch Repeat Repair,20S30/20V331,08/06/20,"Your Vehicle Was Previously Repaired Under Safety Recall 15S16 Or 16S30. During That Repair, Your Vehicles Door Latches Were To Be Replaced To Help Reduce The Risk Of Doors Not Closing Or Doors Opening While Driving. It Is Possible That One Or More Of Your Door Latches Was Not Replaced Or May Not Have Been Replaced Correctly.","If A Door Latch Was Not Replaced, There Is Still A Risk That The Pawl Spring Tab Inside The Door Latch Could Break. This Condition Will Typically Prevent The Door From Latching. In Certain Situations, Where The Door Is Able To Be Closed, The Door May Unlatch While Driving, Increasing The Risk Of Injury","The Door Latch Date Codes In Your Vehicle Need To Be Inspected To Verify That The Previous Door Latch Recall Repair Was Completed As Intended. For Your Convenience And To Encourage The Continued Social Distancing Requirements By Many State And Local Governments Related To Covid-19, Ford Is Providing You With The Option To Complete This Simple Inspection Yourself Using The Attached Self-Inspection Sheet. By Utilizing This Option, You Should Not Need To Take Your Vehicle To Your Dealer Unless Your Vehicle Is Exhibiting Door Latching Concerns Door Will Not Latch Or Opens While Driving. In The Unlikely Event That The System Cannot Confirm The Latches On Your Vehicle Based On Your Input, Or If Your Vehicle Is Exhibiting Door Latching Concerns, You Will Need To Take Your Vehicle To Your Dealership For Additional Inspection And/Or Repairs. If You Do Not Wish To Complete This Inspection Yourself, Your Dealer Will Inspect Your Vehicle For You","[{'description': 'TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE', 'campaign': '14M02', 'date': '2015-01-13'}]"
1FADP3K2XDL110822,Yes,Recall Incomplete,Fuel Tank Deformation,18S32/18V735,22/10/18,"On Your Vehicle, The Pcm Software May Not Adequately Detect A Stuck-Open Canister Purge Valve (Cpv) Within The Fuel Vapor System. If The Cpv Malfunctions And Sticks Open, It Can Lead To Excessive Vacuum In The Fuel Vapor System, Potentially Deforming The Plastic Fuel Tank. This Can Cause The Following Symptoms: Illuminated Malfunction Indicator Lamp (Mil) With Certain Diagnostic Trouble Codes (Dtcs) Inaccurate Or Erratic Fuel Gauge Indication Inaccurate Distance To Empty (Dte) Engine Stall And/Or Other Drivability Concerns Related To Stuck Open Cpv","This May Result In An Engine Stall While Driving Without Warning Or Without The Ability To Restart, And Can Increase The Risk Of A Crash.","Parts And Software Are Now Available To Repair Your Vehicle. Ford Motor Company Has Authorized Your Dealer To Update Your Vehicle S Pcm Software, Check For Dtcs Or Other Evidence Of A Leaking Cpv, And Perform Any Additional Required Repairs As Required, Free Of Charge (Parts And Labor).If You Installed A Ford Performance Calibration On Your 2013-2018 Focus St, You Must Still Have This Safety Recall Performed. You May Contact Ford Performance To Obtain An Updated Ford Performance Calibration For Your Vehicle After This Recall Has Been Completed.Contact The Ford Performance Techline By Calling 800-367-3788 Or Online Https://Performanceparts.Ford.Com/Contact-Us","[{'description': 'TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE', 'campaign': '14M02', 'date': '2015-01-13'}]"
1FAFP4046YF210777,No,,,,,,,,[]
1FM5K7F8XDGC78032,Yes,Recall Incomplete,Rear Toe Link Ball Joint Inspection,20S62/20V675,30/10/20,Our Records Indicate That A Ford Safety Recall Was Previously Performed On Your Vehicle To Replace The Rear Suspension Toe Links.  Assessment Of Field Data Indicates That The Ball Joint Used To Attach The Rear Toe Link May Be Susceptible To Seizing In Certain High Corrosion Areas.  A Seized Toe Link Ball Joint Can Increase Bending Stresses In The Toe Link And Potentially Lead To A Fracture.,"Rear Toe Link Fracture While Driving Could Result In Unusual Vehicle Handling Characteristics, Or Difficulty Controlling The Vehicle And May Increase The Risk Of A Crash.","Ford Motor Company Has Authorized Your Dealer To Inspect Both Rear Toe Link Ball Joints And, If Necessary, Replace The Rear Wheel Knuckle(S), And Adjust Rear Toe Free Of Charge (Parts And Labor).","[{'description': 'DOOR LATCH', 'campaign': '19N09', 'date': '2019-12-12'}]"
1FM5K7F8XDGC78032,Yes,Recall Incomplete,Rear Toe Link Replacement,21S32/21v537,24/09/21,Vehicles Exposed To A Corrosive Environment Where Road Salt Is Used Extensively During Winter Months Could Experience A Seized Rear Suspension Toe Link Ball Joint Resulting In A Fractured Rear Suspension Toe Link.,"A Rear Toe Link Fracture May Cause A Loss Of Steering Control, Increasing The Risk Of A Crash.",Ford Motor Company Has Authorized Your Dealer To Replace Both Rear Toe Links And Adjust Rear Toe Free Of Charge Parts And Labor.,"[{'description': 'DOOR LATCH', 'campaign': '19N09', 'date': '2019-12-12'}]"
1FM5K8GT8FGC40469,No,,,,,,,,"[{'description': 'REAR TOE LINK REPLACEMENT', 'campaign': '21R01', 'date': '2022-11-04'}, {'description': 'FRONT DOOR TRIM PANEL REPAIR', 'campaign': '17N04', 'date': '2017-11-07'}]"
1FMYU93115KC92359,No,,,,,,,,[]
1FMCU0DG9CKA93534,No,,,,,,,,"[{'description': 'ELECTRONIC THROTTLE BODY EXTENDED COVERAGE', 'campaign': '13N03', 'date': '2014-01-10'}]"
1ZVBP8AM1E5278546,Yes,Recall Incomplete,Passenger Airbag Inflator Replacement Parts Are Readily Available,19S01/19V001,28/01/19,The Passenger Airbag Inflator In Your Vehicle May Explode In The Event Of A Crash That Causes Deployment Of The Passenger Airbag.,"If An Inflator Explodes, Sharp Metal Fragments Could Strike The Passenger Or Other Occupants, Causing Serious Injury Or Death.",Parts Are Now Available To Repair Your Vehicle. Dealers Will Replace The Passenger Airbag Inflator Free Of Charge.,[]
1ZVBP8AM1E5278546,Yes,Recall Incomplete,Driver Airbag Inflator Replacement Parts Are Readily Available,15S21/15V319,27/05/15,The Driver Airbag Inflator In Your Vehicle May Explode In The Event Of A Crash That Causes Deployment Of The Driver Airbag.,"If An Inflator Explodes, Sharp Metal Fragments Could Strike The Driver Or Other Occupants, Causing Serious Injury Or Death.",Parts Are Now Available To Repair Your Vehicle. Dealers Will Replace The Driver Airbag Inflator Free Of Charge..,[]
1ZVHT82H785110986,No,,,,,,,,[]
1FTPW12V68FB89466,No,,,,,,,,[]
1FTDX1768VKD55944,No,,,,,,,,[]
1FMPU18LXXLA36869,No,,,,,,,,[]
1FTDF15R5RLB04783,No,,,,,,,,[]
1ZVHT80N865110789,No,,,,,,,,[]
1FMCU9G97HUC81059,Yes,Recall Incomplete,Transmission Shifter Cable Bushing,22S43/#22V413,10/06/22,"On Your Vehicle, It May Be Possible The Transmission Shifter Cable Bushing Is Damaged Or Missing.","A Damaged Or Missing Bushing Could Prevent The Shifter From Moving The Transmission Into The Intended Gear Position And Cause The Vehicle To Move In An Unexpected Direction.  The Transmission May Not Be In The Park Position, Even Though The Shifter Position Indicates That The Vehicle Was Shifted To Park. Exiting A Vehicle Without The Transmission In The Park Position And Without The Application Of The Parking Brake May Allow The Vehicle To Roll, Increasing The Risk Of Injury Or Crash.",Parts Are Now Available To Repair Your Vehicle. Ford Motor Company Has Authorized Your Dealer To Replace The Shifter Cable Bushing And Protective Cap Free Of Charge Parts And Labor.,"[{'description': 'CALIFORNIA EMISSION WARRANTY PARTS COVERAGE', 'campaign': '18M02', 'date': '2018-06-13'}]"
1FMCU9J97LUC33675,No,,,,,,,,"[{'description': 'VEHICLE EMISSIONS CONTROL INFORMATION LABEL UPDATE', 'campaign': '22L05', 'date': '2022-11-23'}]"
1FAFP42XX4F106455,No,,,,,,,,[]
1FMJK1JT0GEF50515,Yes,Recall Incomplete,Climate Control Blower Motor Replacement,22S56/22V-648,26/08/22,"On Your Vehicle, The Climate Control Front Blower Motor May Overheat, Potentially Resulting In An Interior Fire While The Vehicle Is On",An Interior Vehicle Fire Can Increase The Risk Of Personal Injury And Vehicle Damage.,"Ford Is Working Closely With Its Suppliers To Produce Redesigned Parts For The Repair. You Will Be Notified Once Remedy Parts Become Available, Which Is Expected In Early First Quarter 2023.  This Repair Will Be Free Of Charge Parts And Labor.",[]
1FMJK1JT0GEF50515,Yes,Recall Incomplete,Brake Master Cylinder Leak Into Booster,22S11/22V150,11/03/22,"On Your Vehicle, The Brake Master Cylinder May Allow Brake Fluid To Leak Into The Brake Booster. If The Brake Fluid Reservoir Is Depleted Below A Pre-Determined Level, You Will Be Alerted That Brake System Service Is Required By A Combination Of The Following 	An Audible Chime 	A Full Screen Message Center Alert 	Illumination Of The Red Brake Warning Indicator Shown To The Left If The Brake Fluid Reservoir Is Depleted Through Continued Vehicle Operation, You May Experience A Change In Brake Pedal Travel And Feel, And Increased Pedal Effort. If A Loss Of Brake Fluid Is Substantial, It Can Reduce Brake Function In The Front Wheels. Brake Function In The Rear Wheels Is Unaffected By This Condition.","Reduced Brake Function In The Front Wheels Can Extend Stopping Distance, Increasing The Risk Of A Crash.","Ford Motor Company Has Authorized Your Dealer To Replace Your Vehicles Brake Master Cylinder, And If The Brake Master Cylinder Is Leaking, Also Replace The Brake Booster, Free Of Charge Parts And Labor.",[]
1ZVHT80N295124613,No,,,,,,,,[]
1FMYU60X7YUA85247,Yes,Recall Incomplete,Speed Control System Modification,05S28/05V017000,27/01/05,"On Certain Sport Utility Vehicles And Pickup Trucks, The Speed Control Deactivation Switch May Overheat, Smoke, Or Burn.",This Condition Could Lead To A Fire.  Fires Have Occurred While The Vehicles Were Parked With The Ignition 'Off.',"As An Interim Repair, Owners Will Be Instructed To Return Their Vehicles To Their Dealers To Have The Speed Control Deactivation Switch Disconnected.  As Soon As Replacement Parts Are Available (Early April 2005), Owners Will Be Instructed To Return To The Dealers For Installation Of A New Switch Free Of Charge.  Owners May Contact Ford At 1-866-436-7332.  (Note:  Also See Recalls 05V388 And 06V286)",[]
