vin,open_recalls,recall_status,name_of_recall,campaign,date_of_recall_announcement,brief_description_of_recall,safety_risk,remedy,customer_satisfaction_programs,raw_json
1G11A5SL1EF222274,Yes,incomplete,Rocker Arm Oil Control Valve Inoperative,,,"In Certain 2014 Model Year Chevrolet Impala And Malibu Vehicles Equipped With A 2.5L Engine, The Rocker Arm Oil Control Valve, (Ocv), May Malfunction. If This Occurs, The Valve May Fail To Correctly Control Oil Gallery Pressure Into The Engine’S Rocker Arm System Or Leak Small Amounts Of Oil Onto The Exterior Of The Engine. The Customer May Notice The Engine Running Rough. In Addition, The Malfunction Indicator Lamp (Check Engine Light) May Illuminate And A Diagnostic Trouble Code Related To The Ocv May Set.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Dealers Are To Replace The Rocker Arm Oil Control Valve.  The Repairs Will Be Made At No Charge To The Customer.,,
1G1YE2DW5B5111432,Yes,incomplete,Airbag Light On,,,"Some 2004-2009 Model Year Cadillac Xlr And 2005-2013 Model Year Chevrolet Corvette Vehicles, Equipped With Power Seats, May Have A Condition Where, The Wire Harness Connector From The Seat Side Airbag And Buckle Tensioner To The Body Has A Design Interference Between The Vertical Adjust Crossbar And The Carpet.  When The Seat Is Moved Forward Or Back, The Connector May Be Dragged Along The Carpet, Pulling Terminals Loose Or Pulling The Connector Apart. This Will Cause A Diagnostic Trouble Code To Be Set And The Service Airbag Light Will Be Illuminated.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
1G1YE2DW5B5111432,Yes,incomplete,Primary Tank Module Flange Fuel And Vapor Leaks,,,"Some 2007 To 2009 Model Year Xlr Or 2007 To 2013 Model Year Corvette Vehicles May Have A Condition Where A Fuel Odor Is Detected, Fuel Droplets Appear Below The Left-Hand Fuel Tank With Fuel Gauge Level Above 1/2, Or A Malfunction Indicator Lamp Illuminates Due To A Leak Path In The Left-Hand Fuel Pump Module Flange.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Dealers Are To Replace The Left Hand Fuel Tank Fuel Pump Module.  The Repairs Will Be Made At No Charge To The Customer.,,
1G1YE2DW5B5111432,Yes,complete,Rear Hatch Separation In Crash,11V491,2011-10-03,"General Motors Is Recalling Certain Model Year 2011-2012 Chevrolet Corvette Coupe Vehicles, Manufactured From January 24, 2011, Through September 1, 2011, For Failing To Comply With The Requirements Of Federal Motor Vehicle Safety Standard Number 206, ""Door Locks And Door Retention Components"".  The Rear Hatch Hinges May Not Meet The Load Requirements Specified In The Safety Standard.","The Rear Hatch Could Separate In The Event Of A Crash, Increasing The Risk Of Injury.",Dealers Will Replace Both Rear Hatch Hinges Free Of Charge.,,
1G1YE2DW5B5111432,Yes,complete,Corvette Low-Beam Headlamps Inoperative,,,,,,,
2CNFLGEW5A6320359,Yes,complete,Oil Life Monitor Update,,,,,,,
2CNFLGEW5A6320359,Yes,incomplete,Special Coverage 14159 - Expired,,,,,,,
2CNFLGEW5A6320359,Yes,incomplete,Special Coverage 12313,,,"Some 2010 And 2011 Model Year Buick Lacrosse, Chevrolet Equinox, And Gmc Terrain Vehicles; And 2011 Model Year Buick Regal Vehicles, Equipped With A 2.4L Engine, The Chrome Layer On The Balance Chain Pins May Wear, Allowing The Chain To Stretch. This Would Cause An Engine Noise, And If Left Untreated, Could Cause The Chain To Break, Leading To Engine Damage.  In Addition, The Fuel Pump Plunger Shaft Seal May Wear And Allow Fuel To Leak Into The Crankcase, Which Would Illuminate The Malfunction Indicator Light. This Can Cause Engine Run-On And/Or The Engine To Run Rough.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
2CNFLGEW5A6320359,Yes,incomplete,Power Steering Stick-Slip,,,"Some 2012-2014 Model Year Buick Verano, 2011-2014 Model Year Chevrolet Cruze And Volt, 2010-2014 Model Year Chevrolet Equinox And Gmc Terrain, And 2013-2014 Model Year Chevrolet Malibu Vehicles May Have Increased Friction In The Steering System. This Could Cause The Steering Wheel To Stick In The Straight-Ahead Position After Driving Long Distances On A Straight Highway. The Steering Wheel Can Be Turned But It May Require Increased Effort.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
2CNFLGEW5A6320359,Yes,complete,High Pressure Fuel Pump,,,General Motors Has Decided To Conduct A Voluntary Emission Recall Involving Certain 2010-2011 Model Year Chevrolet Equinox And Gmc Terrain Vehicles Equipped With A 2.4L Engine.  The Engine Mounted High Pressure Fuel Pump In These Vehicles May Develop Excessive Wear On The Plunger Piston Shaft And Shaft Seal.  ,If This Happens Fuel Can Leak Into The Engine Oil Crankcase And Result In The Engine Running Rough And Illumination Of The Malfunction Indicator Lamp. ,Dealers Are To Replace The High Pressure Fuel Pump. ,,
2CNFLGEW5A6320359,Yes,incomplete,Catalytic Converter Replacement,,,"Some 2010-2011 Model Year Chevrolet Equinox Or Gmc Terrain Vehicles Equipped With A 2.4L Engine, May Have A Condition Where A Malfunction-Indicator Light (Mil) May Illuminate Due To Thermal Damage Or Face Erosion Of The Catalytic Converter.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Replace The Catalytic Converter.  The Repairs Will Be Made At No Charge To The Customer.,,
2CNFLGEW5A6320359,Yes,complete,Carbon Monoxide Emissions,,,,,,,
2CNFLGEW5A6320359,Yes,complete,Wiper Transmission Arm Linkage Failure,,,"Some 2010-2017 Model Year Equinox Or Terrain Vehicles May Have A Condition Where A Link Ball Socket In The Front Wiper Transmission May Separate. If This Were To Occur, The Driver Would Experience A Sudden Loss Of Front Wiper Function.
	
This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Dealers Are To Replace The Front Wiper Module With The Latest Version With Improved Sockets And A New Water Shield.  The Repairs Will Be Made At No Charge To The Customer.,,
2CNFLGEW5A6320359,Yes,incomplete,Illumination Of Airbag Readiness Light/Service Airbag Message,,,"On Certain 2010-2011 Model Year Chevrolet Equinox And Gmc Terrain Vehicles, High Resistance In The Side-Impact Airbag Circuit May Cause The Airbag-Readiness Light To Illuminate And The “Service Air Bag” Message To Display.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.
",,,,
2CNFLGEW5A6320359,Yes,incomplete,Wiper Transmission Arm Linkage Failure – Usa Only,,,"On Certain 2010-2012 Model Year Chevrolet Equinox And Gmc Terrain Vehicles, The Ball Joints In The Front Windshield Wiper Modules Of These Vehicles May Experience High Corrosion And Wear That Could Result In The Separation Of One Or More Ball Joints From Their Sockets During Wiper Operation.  If A Ball Joint Were To Separate, One Or Both Of The Windshield Wipers Could Become Inoperative.",,Dealers Are To Inspect The Front Wiper Assembly And Replace The Wiper Linkages Or Module As Necessary. The Repairs Will Be Made At No Charge To The Customer.,,
2CNFLGEW5A6320359,Yes,complete,Navigation Radio Loss Of Customer Settings - Expires 1/31/2017,,,,,,,
2GNALCEK3E6118282,Yes,complete,Windshield Wiper Failure,22V165,2022-03-17,"General Motors Has Decided That A Defect, Which Relates To Motor Vehicle Safety, Exists In Certain 2014-2015 Model Year Chevrolet Equinox And Gmc Terrain Vehicles.  The Ball Joints In The Windshield Wiper Modules Of These Vehicles May Experience High Corrosion And Wear That Could Result In The Separation Of One Or More Ball Joints From Their Sockets During Wiper Operation.  If A Ball Joint Were To Separate, One Or Both Of The Windshield Wipers Could Become Inoperative.","If One Or Both Of The Windshield Wipers Become Inoperative, It Could Limit The Driver’S Visibility Under Certain Operating Conditions, Which May Increase The Risk Of A Crash.",Dealers Will Inspect The Wiper Module And Repair Or Replace As Necessary.,,
2GNALCEK3E6118282,Yes,incomplete,Power Steering Stick-Slip,,,"Some 2012-2014 Model Year Buick Verano, 2011-2014 Model Year Chevrolet Cruze And Volt, 2010-2014 Model Year Chevrolet Equinox And Gmc Terrain, And 2013-2014 Model Year Chevrolet Malibu Vehicles May Have Increased Friction In The Steering System. This Could Cause The Steering Wheel To Stick In The Straight-Ahead Position After Driving Long Distances On A Straight Highway. The Steering Wheel Can Be Turned But It May Require Increased Effort.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
2GNALCEK3E6118282,Yes,incomplete,Wiper Transmission Arm Linkage Failure,,,"Some 2010-2017 Model Year Equinox Or Terrain Vehicles May Have A Condition Where A Link Ball Socket In The Front Wiper Transmission May Separate. If This Were To Occur, The Driver Would Experience A Sudden Loss Of Front Wiper Function.
	
This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Dealers Are To Replace The Front Wiper Module With The Latest Version With Improved Sockets And A New Water Shield.  The Repairs Will Be Made At No Charge To The Customer.,,
2GNALDEKXD6324770,Yes,incomplete,Power Steering Stick-Slip,,,"Some 2012-2014 Model Year Buick Verano, 2011-2014 Model Year Chevrolet Cruze And Volt, 2010-2014 Model Year Chevrolet Equinox And Gmc Terrain, And 2013-2014 Model Year Chevrolet Malibu Vehicles May Have Increased Friction In The Steering System. This Could Cause The Steering Wheel To Stick In The Straight-Ahead Position After Driving Long Distances On A Straight Highway. The Steering Wheel Can Be Turned But It May Require Increased Effort.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
2GNALDEKXD6324770,Yes,complete,Tailpipe Emissions - Oxygen Sensor,,,"General Motors Has Decided To Conduct A Voluntary Emissions Recall Involving Certain 2012-2013 Chevrolet Equinox And Gmc Terrain Vehicles Equipped With A 2.4L Engine And Certified To The Epa Bin 4 Emission Standard And The California Cleaner Federal Vehicle Option Of Bin 4 Emission Standard. The Vehicle’S Post-Catalyst Oxygen Sensor May Provide Inaccurate Information To The Engine Control Module, Which Manages Engine Combustion Air-Fuel Ratios. If This Condition Occurs, Tail Pipe Emissions May Exceed Allowed Limits, Without Providing Any Notification To The Driver. The Malfunction Indicator Lamp (Check Engine Light) Will Not Illuminate.","If This Condition Occurs, Tail Pipe Emissions May Exceed Allowed Limits, Without Providing Any Notification To The Driver.",Dealers Are To Replace The Post-Catalyst Oxygen Sensor.,,
2GNALDEKXD6324770,Yes,complete,Front Wiper Transmission Corrosion Failure,16V582,2016-08-02,"General Motors Has Decided That A Defect, Which Relates To Motor Vehicle Safety, Exists In Certain 2013 Model Year Chevrolet Equinox And Gmc Terrain Vehicles.  The Ball Joints In The Windshield Wiper Modules Of These Vehicles May Experience High Corrosion And Wear That Could Result In The Separation Of One Or More Ball Joints From Their Sockets During Wiper Operation.  If A Ball Joint Were To Separate, One Or Both Of The Windshield Wipers Could Become Inoperative.  If One Or Both Of The Windshield Wipers Become Inoperative, It Could Limit The Driver’S Visibility Under Certain Operating Conditions, Which May Increase The Risk Of A Crash.","If One Or Both Of The Windshield Wipers Become Inoperative, It Could Limit The Driver’S Visibility Under Certain Operating Conditions, Which May Increase The Risk Of A Crash.","Dealers Will Inspect The Front Wiper-Module.  If The Module Has Not Been Previously Replaced With Part Number 84241847, Then The Dealers Will Replace It With The New Module (I.E., 84241847) That Has A Water Deflector And Improved Ball Joints.  In Addition, Dealers Will Fill The Water-Management Hole Near The Passenger-Side Wiper-Pivot And Drill A Small Hole On The Adjacent Wall Of The Air Inlet Panel (Aip).  If The Module Was Previously Replaced With Part 84241847, Then The Only Repair Dealers Need To Complete Is The Aip-Hole Repair—Drilling A Small Hole On The Adjacent Wall Of The Aip. This Service Will Be Performed For You At No Charge.",,
2GNALDEKXD6324770,Yes,incomplete,Special Coverage N19229110 - Expired,,,"Some 2013 Model Year Chevrolet Equinox And Gmc Terrain Vehicles Equipped With A 2.4L Engine (Rpo Lea) May Exhibit Excessive Engine Oil Consumption (Less Than 2,000 Miles [3,200 Km] Per Quart [0.946 L] Of Engine Oil), Due To Piston Ring Wear. If This Condition Is Present, An Audible Rattle Or Knock From The Engine May Be Heard. The Engine Oil Pressure Telltale May Illuminate On The Instrument Panel Or The Following Message May Appear In The Driver Information Center: ""Oil Pressure Low – Stop Engine"".",,"Dealers Are To Perform An Oil Consumption Test And Install New Pistons And Piston Rings If Excessive Consumption Is Found. In Addition, Dealers Are To Repair Or Replace Any Engine Components That Require Repair Or Replacement If The Need For Such Repair Or Replacement Was Solely Caused By Excessive Oil Consumption Due To Piston Ring Wear. The Repairs Will Be Made At No Charge To The Customer.",,
2GNALDEKXD6324770,Yes,incomplete,Catalytic Converter And Oxygen Sensor Performance Degradation,,,"Some 2012-2013 Model Year Chevrolet Equinox Or Gmc Terrain Vehicles, Equipped With A 2.4L Engine May Exhibit Catalytic Converter Degraded Catalytic Converter And/Or Oxygen Sensors Caused By Excessive Engine Oil Consumption.

The Excessive Oil Consumption Issue That Causes This Emissions Parts Condition Is Defined As An Engine Consuming A Quart Of Oil Or More In Less Than 2,000 Miles [3,200 Km] Of Driving. Signs A Vehicle May Have Excessive Oil Consumption Include That It Needs Frequent Oil Refilling, Or That The Engine Creates An Audible Rattle Or Knocking Sound, Or That The Engine Oil Pressure Warning Light Illuminates On The Instrument Panel, Or That The Following Message Appears In The Driver Information Center: “Oil Pressure Low – Stop Engine.”

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (241,400 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,"Determine If The Vehicle Has, Or Has Been Repaired For, An Excessive Engine Oil Consumption Condition Due To Piston Ring Wear By  1.Performing An Excessive Engine Oil Consumption Test, Or  2.Examining Ivh Or Other Service Records To Determine If A Repair Has Been Performed To Remedy Excessive Oil Consumption Due To Piston Ring Wear. If The Vehicle Has, Or Has Been Repaired For, An Excessive Engine Oil Consumption Condition Due To Piston Ring Wear, Replace The Catalytic Converters And Oxygen Sensors. See Also Special Coverage Bulletins 16118, N192291100 Or N192291101 “Excessive Engine Oil Consumption” For Repair Of Engine And Other Components.   Note: The Special Coverage Terms For Excessive Engine Oil Consumption May Be Different Than The Special Coverage Terms For The Catalytic Converter And Oxygen Sensor Degradation. The Repairs Will Be Made At No Charge To The Customer.",,
